"","OBJECTID","gap_number","plot_id","Fd","ZONAL_UNIT","SS1","SS1_","SS2","SS2_","SS3","SS3_","SS_name","SI"
"321",393,111,"111_ 393",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"322",394,111,"111_ 394",3000,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"323",396,167,"167_ 396",4000,"IDFdk3",5,1,NA,NA,NA,NA,NA,NA
"324",399,228,"228_ 399",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"325",401,204,"204_ 401",9000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"326",404,197,"197_ 404",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"327",405,140,"140_ 405",3000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"328",406,229,"229_ 406",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"329",408,87,"87_ 408",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"330",409,5,"5_ 409",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"331",410,172,"172_ 410",2000,"IDFdk3",9,1,NA,NA,NA,NA,NA,NA
"332",411,220,"220_ 411",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"333",412,81,"81_ 412",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"334",413,111,"111_ 413",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"335",414,187,"187_ 414",0,"IDFdk3",7,0.8,5,0.1,8,0.1,"Fd - Feathermoss - Step moss",15
"336",415,5,"5_ 415",3000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"337",417,92,"92_ 417",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"338",418,105,"105_ 418",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sedge",20.2
"339",419,115,"115_ 419",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"340",420,5,"5_ 420",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"341",421,112,"112_ 421",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"342",422,213,"213_ 422",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"343",423,202,"202_ 423",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"344",424,196,"196_ 424",0,"IDFdk3",8,1,NA,NA,NA,NA,NA,NA
"345",425,111,"111_ 425",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"346",427,142,"142_ 427",5000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"347",428,20,"20_ 428",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"348",429,31,"31_ 429",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"349",430,134,"134_ 430",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"350",431,175,"175_ 431",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"351",432,21,"21_ 432",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"352",433,175,"175_ 433",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"353",434,2,"2_ 434",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"354",435,213,"213_ 435",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"355",436,220,"220_ 436",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"356",437,202,"202_ 437",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"357",439,111,"111_ 439",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"358",440,155,"155_ 440",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"359",441,76,"76_ 441",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"360",442,94,"94_ 442",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"361",443,175,"175_ 443",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"362",444,155,"155_ 444",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"363",445,196,"196_ 445",0,"IDFdk3",8,1,NA,NA,NA,NA,NA,NA
"364",446,155,"155_ 446",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"365",447,142,"142_ 447",0,"IDFdk3",8,1,NA,NA,NA,NA,NA,NA
"366",448,35,"35_ 448",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"367",449,175,"175_ 449",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"368",450,210,"210_ 450",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"369",451,155,"155_ 451",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"370",453,81,"81_ 453",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"371",454,95,"95_ 454",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"372",455,236,"236_ 455",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"373",456,89,"89_ 456",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"374",457,175,"175_ 457",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"375",460,213,"213_ 460",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"376",461,115,"115_ 461",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"377",463,187,"187_ 463",6000,"IDFdk3",5,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"378",464,167,"167_ 464",0,"IDFdk3",5,1,NA,NA,NA,NA,NA,NA
"379",465,170,"170_ 465",0,"IDFdk3",5,1,NA,NA,NA,NA,NA,NA
"380",466,187,"187_ 466",0,"IDFdk3",7,0.8,5,0.1,8,0.1,"Fd - Feathermoss - Step moss",15
"381",467,208,"208_ 467",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"382",468,202,"202_ 468",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"383",470,31,"31_ 470",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"384",471,155,"155_ 471",1000,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"385",472,205,"205_ 472",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"386",473,75,"75_ 473",3000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"387",474,111,"111_ 474",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"388",476,76,"76_ 476",2000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"389",477,5,"5_ 477",0,"IDFdk3",8,0.6,1,0.3,4,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"390",479,220,"220_ 479",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"391",480,119,"119_ 480",0,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"392",482,81,"81_ 482",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"393",483,20,"20_ 483",5000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"394",484,20,"20_ 484",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"395",485,157,"157_ 485",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"396",486,2,"2_ 486",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"397",487,111,"111_ 487",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"398",488,114,"114_ 488",0,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"399",490,154,"154_ 490",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"400",491,20,"20_ 491",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"401",492,106,"106_ 492",3000,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sedge",20.2
"402",494,26,"26_ 494",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"403",495,139,"139_ 495",2000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"404",496,111,"111_ 496",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"405",497,175,"175_ 497",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"406",498,17,"17_ 498",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"407",499,151,"151_ 499",15000,"IDFdk3",8,0.5,4,0.3,5,0.2,"Fd - Bluebunch wheatgrass - Needlegrass",12
"408",500,175,"175_ 500",6000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"409",501,237,"237_ 501",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"410",502,85,"85_ 502",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"411",503,2,"2_ 503",2000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"412",504,31,"31_ 504",2000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"413",505,177,"177_ 505",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"414",506,199,"199_ 506",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"415",507,219,"219_ 507",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"416",509,236,"236_ 509",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"417",512,76,"76_ 512",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"418",513,170,"170_ 513",0,"IDFdk3",5,1,NA,NA,NA,NA,NA,NA
"419",514,205,"205_ 514",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"420",515,185,"185_ 515",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"421",517,118,"118_ 517",1000,"IDFdk3",5,0.7,8,0.2,1,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"422",518,157,"157_ 518",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"423",519,77,"77_ 519",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"424",520,136,"136_ 520",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"425",521,117,"117_ 521",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"426",522,2,"2_ 522",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"427",523,87,"87_ 523",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"428",524,206,"206_ 524",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"429",525,115,"115_ 525",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"430",526,185,"185_ 526",0,"IDFdk3",1,0.6,8,0.4,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"431",527,84,"84_ 527",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"432",528,155,"155_ 528",0,"IDFdk3",5,0.7,8,0.2,1,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"433",529,201,"201_ 529",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"434",530,202,"202_ 530",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"435",531,13,"13_ 531",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"436",534,134,"134_ 534",10000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"437",535,26,"26_ 535",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"438",536,194,"194_ 536",3000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"439",539,88,"88_ 539",5000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"440",540,81,"81_ 540",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"441",541,17,"17_ 541",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"442",542,237,"237_ 542",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"443",543,161,"161_ 543",11000,"IDFdk3",8,1,NA,NA,NA,NA,NA,NA
"444",544,150,"150_ 544",25000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"445",545,155,"155_ 545",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"446",546,145,"145_ 546",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"447",547,76,"76_ 547",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"448",548,206,"206_ 548",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"449",550,88,"88_ 550",2000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"450",552,196,"196_ 552",11000,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"451",553,216,"216_ 553",5000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"452",554,156,"156_ 554",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"453",555,179,"179_ 555",1000,"IDFdk3",7,0.8,5,0.1,8,0.1,"Fd - Feathermoss - Step moss",15
"454",556,124,"124_ 556",3000,"IDFdk3",5,0.7,8,0.2,1,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"455",557,189,"189_ 557",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"456",559,232,"232_ 559",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"457",560,95,"95_ 560",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"458",561,75,"75_ 561",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"459",562,5,"5_ 562",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"460",564,115,"115_ 564",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"461",565,229,"229_ 565",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"462",566,151,"151_ 566",0,"IDFdk3",8,0.5,4,0.3,5,0.2,"Fd - Bluebunch wheatgrass - Needlegrass",12
"463",567,231,"231_ 567",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"464",570,105,"105_ 570",2000,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sedge",20.2
"465",571,123,"123_ 571",10000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"466",572,105,"105_ 572",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sedge",20.2
"467",573,213,"213_ 573",22000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"468",575,196,"196_ 575",0,"IDFdk3",8,1,NA,NA,NA,NA,NA,NA
"469",576,133,"133_ 576",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"470",577,185,"185_ 577",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"471",578,6,"6_ 578",33000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"472",580,4,"4_ 580",9000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"473",581,17,"17_ 581",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"474",582,172,"172_ 582",0,"IDFdk3",9,1,NA,NA,NA,NA,NA,NA
"475",583,199,"199_ 583",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"476",584,205,"205_ 584",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"477",585,227,"227_ 585",3000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"478",586,216,"216_ 586",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"479",588,205,"205_ 588",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"480",589,217,"217_ 589",0,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
"481",591,6,"6_ 591",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"482",595,5,"5_ 595",1000,"IDFdk3",8,0.6,1,0.3,4,0.1,"FdPl - Pinegrass - Feathermoss",17.1
"483",597,31,"31_ 597",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"Fd - Bluebunch wheatgrass - Needlegrass",12
"484",599,237,"237_ 599",1000,"IDFdk3",1,1,NA,NA,NA,NA,NA,NA
