OBJECTID,gap,plot_id,gap_type,Fd,ZO0L_UNIT,SS1,SS1_,SI1,SS2,SS2_,SI2,SS3,SS3_,SI3,SST,SIT
399,228,228_ 399,S,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
406,229,229_ 406,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
565,229,229_ 565,S,4000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
594,23,23_ 594,S,0,IDFxm,1,0.8,16.4,3,0.1,13,0.1,0,14.8,1.1,14.42
276,230,230_ 276,S,5000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
318,230,230_ 318,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
150,231,231_ 150,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
567,231,231_ 567,S,9000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
166,232,232_ 166,S,18000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
559,232,232_ 559,S,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
392,233,233_ 392,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
340,235,235_ 340,S,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
209,236,236_ 209,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
455,236,236_ 455,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
509,236,236_ 509,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
501,237,237_ 501,S,2000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
542,237,237_ 542,N,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
599,237,237_ 599,N,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
84,237,237_ 84,N,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
208,238,238_ 208,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
316,239,239_ 316,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
383,239,239_ 383,N,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
494,26,26_ 494,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
535,26,26_ 535,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
308,28,28_ 308,S,0,IDFxm,1,0.4,16.4,3,0.4,13,0.2,0,14.8,1.6,11.76
398,29,29_ 398,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
170,30,30_ 170,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
42,30,30_ 42,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
130,31,31_ 130,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
139,31,31_ 139,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
429,31,31_ 429,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
470,31,31_ 470,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
504,31,31_ 504,S,5000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
597,31,31_ 597,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
75,31,31_ 75,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
167,33,33_ 167,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
74,33,33_ 74,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
137,34,34_ 137,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
407,34,34_ 407,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
390,35,35_ 390,S,1000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
448,35,35_ 448,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
397,36,36_ 397,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
271,37,37_ 271,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
256,38,38_ 256,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
273,39,39_ 273,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
508,39,39_ 508,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
537,39,39_ 537,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
191,4,4_ 191,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
580,4,4_ 580,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
100,41,41_ 100,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
362,41,41_ 362,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
493,41,41_ 493,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
558,41,41_ 558,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
58,41,41_ 58,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
600,41,41_ 600,S,1000,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
73,41,41_ 73,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
173,42,42_ 173,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
574,42,42_ 574,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
38,43,43_ 38,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
395,43,43_ 395,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
5,43,43_ 5,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
50,43,43_ 50,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
551,43,43_ 551,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
568,43,43_ 568,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
593,43,43_ 593,S,0,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
563,44,44_ 563,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
103,46,46_ 103,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
60,46,46_ 60,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
230,48,48_ 230,S,0,IDFxm/IDFdk3,1,1,16.75,0,0,0,0,0,0,1,16.75
438,48,48_ 438,S,6000,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
182,49,49_ 182,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
220,49,49_ 220,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
241,49,49_ 241,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
459,49,49_ 459,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
475,49,49_ 475,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
596,49,49_ 596,S,0,IDFxm,1,0.8,16.4,4,0.2,14.8,0,0,0,1.6,16.08
163,5,5_ 163,S,2000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
18,5,5_ 18,S,1000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
186,5,5_ 186,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
219,5,5_ 219,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
221,5,5_ 221,S,1000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
261,5,5_ 261,S,0,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
333,5,5_ 333,S,2000,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
34,5,5_ 34,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
409,5,5_ 409,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
415,5,5_ 415,S,5000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
420,5,5_ 420,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
477,5,5_ 477,S,0,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
562,5,5_ 562,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
595,5,5_ 595,S,0,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
78,5,5_ 78,S,3000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
8,5,5_ 8,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
91,5,5_ 91,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
93,5,5_ 93,S,6000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
325,51,51_ 325,S,0,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
232,52,52_ 232,S,1000,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
247,52,52_ 247,S,0,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
569,52,52_ 569,S,0,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
579,52,52_ 579,S,3000,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
402,54,54_ 402,S,0,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
44,54,54_ 44,S,1000,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
119,55,55_ 119,S,2000,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
426,55,55_ 426,S,0,IDFxm,1,0.6,16.4,4,0.4,14.8,0,0,0,2.2,15.76
11,57,57_ 11,S,1000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
134,57,57_ 134,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
160,57,57_ 160,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
17,57,57_ 17,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
24,57,57_ 24,S,15000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
357,57,57_ 357,S,2000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
372,57,57_ 372,S,2000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
374,57,57_ 374,S,1000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
510,57,57_ 510,S,1000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
538,57,57_ 538,S,1000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
55,57,57_ 55,S,6000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
590,57,57_ 590,S,6000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
253,58,58_ 253,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
481,58,58_ 481,S,0,,,,,,,,,,,,
578,6,6_ 578,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
591,6,6_ 591,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
79,6,6_ 79,S,0,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
22,61,61_ 22,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
23,61,61_ 23,S,1000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
452,61,61_ 452,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
293,63,63_ 293,S,1000,IDFxm,8,0.6,18,7,0.4,15,0,0,0,7.6,16.8
349,64,64_ 349,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
469,64,64_ 469,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
598,64,64_ 598,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
213,65,65_ 213,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
225,65,65_ 225,S,1000,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
234,65,65_ 234,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
335,65,65_ 335,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
458,66,66_ 458,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
533,66,66_ 533,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
198,67,67_ 198,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
39,67,67_ 39,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
516,67,67_ 516,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
151,68,68_ 151,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
489,68,68_ 489,S,0,IDFxm,1,1,16.4,0,0,0,0,0,0,1,16.4
204,7,7_ 204,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
148,70,70_ 148,S,10000,IDFxm,8,0.6,18,7,0.4,15,0,0,0,7.6,16.8
305,70,70_ 305,S,1000,IDFxm,8,0.6,18,7,0.4,15,0,0,0,7.6,16.8
592,70,70_ 592,S,3000,IDFxm,8,0.6,18,7,0.4,15,0,0,0,7.6,16.8
7,70,70_ 7,S,4000,IDFxm,8,0.6,18,7,0.4,15,0,0,0,7.6,16.8
287,71,71_ 287,S,0,,,,,,,,,,,,
282,73,73_ 282,N,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
233,75,75_ 233,S,5000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
473,75,75_ 473,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
561,75,75_ 561,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
123,76,76_ 123,S,25000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
136,76,76_ 136,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
172,76,76_ 172,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
252,76,76_ 252,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
258,76,76_ 258,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
269,76,76_ 269,S,4000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
327,76,76_ 327,S,2000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
339,76,76_ 339,N,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
359,76,76_ 359,S,11000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
367,76,76_ 367,N,5000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
441,76,76_ 441,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
47,76,76_ 47,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
476,76,76_ 476,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
512,76,76_ 512,S,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
547,76,76_ 547,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
61,76,76_ 61,S,11000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
519,77,77_ 519,N,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
127,8,8_ 127,S,1000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
16,8,8_ 16,S,0,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
385,8,8_ 385,S,0,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
389,8,8_ 389,S,1000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
81,8,8_ 81,S,1000,IDFdk3,8,0.6,21.9,1,0.3,17.1,4,0.1,12,5.5,19.47
412,81,81_ 412,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
453,81,81_ 453,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
482,81,81_ 482,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
540,81,81_ 540,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
80,81,81_ 80,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
298,83,83_ 298,N,48000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
527,84,84_ 527,N,2000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
12,85,85_ 12,N,10000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
176,85,85_ 176,N,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
206,85,85_ 206,N,22000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
502,85,85_ 502,N,6000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
408,87,87_ 408,N,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
523,87,87_ 523,N,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
266,88,88_ 266,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
375,88,88_ 375,S,33000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
539,88,88_ 539,N,2000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
550,88,88_ 550,N,9000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
32,89,89_ 32,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
456,89,89_ 456,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
223,9,9_ 223,S,1000,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
114,90,90_ 114,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
205,90,90_ 205,N,3000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
4,91,91_ 4,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
417,92,92_ 417,S,0,IDFdk3,1,0.6,17.1,4,0.4,12,0,0,0,2.2,15.06
30,94,94_ 30,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
360,94,94_ 360,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
442,94,94_ 442,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
52,94,94_ 52,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
126,95,95_ 126,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
224,95,95_ 224,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
454,95,95_ 454,S,0,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
560,95,95_ 560,S,1000,IDFdk3,1,1,17.1,0,0,0,0,0,0,1,17.1
236,98,98_ 236,S,10000,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
361,98,98_ 361,S,1000,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
400,98,98_ 400,S,3000,IDFxm/IDFdk3,4,0.7,13.4,1,0.3,16.75,0,0,0,3.1,14.405
403,98,98_ 403,S,1000,IDFxm/IDFdk3,7,0.8,17.6,6,0.2,15.9,0,0,0,6.8,17.26
416,98,98_ 416,S,1000,IDFxm/IDFdk3,7,0.8,17.6,6,0.2,15.9,0,0,0,6.8,17.26
